record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
48994,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
48995,No,No,No,17 years old,Male,0 times,0 times,Rarely,2,0 days,Most of the time,Most of the time,No,No,No,No,No
48996,No,No,No,17 years old,Female,0 times,0 times,Sometimes,1,0 days,Sometimes,Always,No,No,No,No,No
48997,Yes,Yes,Yes,17 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
48998,Yes,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Sometimes,No,No,No,No,No
48999,No,No,No,17 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Never,No,No,No,No,No
49000,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
49001,No,No,No,17 years old,Male,0 times,1 time,Rarely,2,0 days,Most of the time,Most of the time,No,No,No,No,No
49002,No,No,No,17 years old,Male,1 time,1 time,Never,3 or more,0 days,Always,Always,No,No,No,No,No
49003,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
49004,No,No,No,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Always,No,No,No,No,No
49006,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,No,No
49007,No,No,No,17 years old,Female,1 time,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No,No,No,No
49008,Yes,No,No,17 years old,Female,0 times,0 times,Sometimes,1,0 days,Always,Most of the time,No,No,No,No,No
49009,No,No,No,17 years old,Male,0 times,1 time,Sometimes,3 or more,1 or 2 days,Rarely,Most of the time,No,Yes,No,No,No
49011,Yes,No,No,17 years old,Female,0 times,0 times,Most of the time,2,0 days,Most of the time,Never,Yes,No,No,No,No
49012,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No,No,No,No
49013,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
49014,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Always,Most of the time,No,Yes,No,No,No
49017,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Never,No,Yes,No,Yes,No
49019,No,No,No,17 years old,Female,0 times,0 times,Most of the time,2,0 days,Most of the time,Rarely,Yes,No,No,No,No
49020,No,No,Yes,17 years old,Female,0 times,1 time,Rarely,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes,No,No,No
49024,No,No,No,13 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Most of the time,No,No,No,Yes,No
49025,No,No,No,13 years old,Male,0 times,1 time,Never,3 or more,0 days,Never,Always,No,No,No,Yes,No
49027,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
49028,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No,No,No,No
49029,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,Yes,No
49034,No,No,No,13 years old,Female,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No,No,No,No
49035,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
49037,No,No,No,13 years old,Female,0 times,1 time,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No,No,No,No
49038,No,No,Yes,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No,No,No,No
49039,Yes,No,Yes,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Always,Always,Yes,No,No,No,No
49040,No,No,No,16 years old,Female,0 times,0 times,Rarely,0,0 days,Sometimes,Sometimes,No,No,No,No,No
49044,No,No,No,15 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No,No,No,No
49048,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,No,No,No
49050,No,No,No,15 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
49051,No,No,No,16 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
49052,No,Yes,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,Yes,No
49054,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,No,No
49056,No,No,No,16 years old,Female,0 times,2 or 3 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
49058,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No,No,No,No
49061,Yes,Yes,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
49062,Yes,Yes,No,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Sometimes,No,No,No,No,No
49064,Yes,No,No,17 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
49065,No,No,No,17 years old,Male,0 times,1 time,Sometimes,2,3 to 5 days,Rarely,Never,No,Yes,No,No,No
49071,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Sometimes,No,No,No,No,No
49074,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No,No,Yes,Yes
49080,No,No,No,17 years old,Male,0 times,0 times,Never,2,0 days,Rarely,Sometimes,No,No,No,No,No
49081,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,Yes,No
49084,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
49085,Yes,Yes,No,18 years old or older,Male,2 or 3 times,0 times,Rarely,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
49090,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Never,No,No,No,No,No
49091,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,No,No
49092,No,No,No,18 years old or older,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,Yes,No
49095,No,No,Yes,17 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,No,No
49096,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Most of the time,Sometimes,Yes,Yes,No,No,No
49097,No,No,No,18 years old or older,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No,No,No,No
49099,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,Yes
49100,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
49107,Yes,Yes,Yes,14 years old,Female,0 times,4 or 5 times,Always,3 or more,3 to 5 days,Sometimes,Never,Yes,Yes,No,No,No
49108,Yes,No,Yes,13 years old,Female,1 time,0 times,Rarely,2,0 days,Rarely,Always,No,No,No,No,No
49111,No,Yes,Yes,13 years old,Male,2 or 3 times,2 or 3 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
49113,Yes,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,No,No
49114,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No,No,Yes,No
49115,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
49117,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
49119,No,No,No,13 years old,Female,2 or 3 times,0 times,Sometimes,0,1 or 2 days,Rarely,Sometimes,No,Yes,No,Yes,No
49121,No,No,No,14 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,Yes
49127,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Always,No,Yes,No,No,No
49129,Yes,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
49132,Yes,Yes,Yes,13 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Sometimes,Rarely,No,Yes,No,No,No
49134,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
49139,Yes,No,No,13 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,Yes,No
49140,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Never,No,No,No,Yes,No
49143,No,No,No,13 years old,Male,0 times,8 or 9 times,Sometimes,3 or more,1 or 2 days,Rarely,Rarely,No,Yes,No,Yes,No
49147,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,6 to 9 days,Always,Always,No,Yes,No,No,No
49154,Yes,Yes,Yes,13 years old,Male,8 or 9 times,6 or 7 times,Rarely,2,6 to 9 days,Rarely,Rarely,No,Yes,No,No,No
49156,No,No,Yes,13 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
49157,No,Yes,No,13 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
49159,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No,No,Yes,No
49160,No,No,Yes,13 years old,Female,12 or more times,8 or 9 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
49162,No,No,No,13 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Rarely,No,No,No,Yes,Yes
49165,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,10 or more days,Never,Never,No,Yes,No,No,No
49167,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Never,No,No,No,Yes,No
49168,Yes,No,No,14 years old,Male,12 or more times,1 time,Never,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
49169,No,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,6 to 9 days,Rarely,Never,Yes,Yes,No,Yes,Yes
49170,No,No,Yes,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
49171,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
49172,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
49173,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Always,Most of the time,No,No,No,No,No
49175,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
49176,No,Yes,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
49177,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Rarely,No,No,No,No,No
49183,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,Yes,No
49186,Yes,Yes,Yes,14 years old,Female,0 times,1 time,Rarely,3 or more,6 to 9 days,Most of the time,Sometimes,No,Yes,No,Yes,Yes
49188,Yes,No,Yes,14 years old,Male,2 or 3 times,1 time,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,Yes,No
49189,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
49190,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
49192,Yes,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Never,No,No,No,No,No
49194,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
49195,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No,No,Yes,No
49197,No,Yes,Yes,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
49198,No,No,Yes,15 years old,Female,0 times,8 or 9 times,Rarely,3 or more,6 to 9 days,Never,Rarely,No,Yes,No,No,No
49200,No,No,No,15 years old,Male,1 time,0 times,Always,0,1 or 2 days,Most of the time,Most of the time,Yes,Yes,No,No,No
49201,No,No,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
49203,No,Yes,Yes,15 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
49208,No,No,No,14 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
49209,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,Yes
49210,No,Yes,Yes,16 years old,Male,10 or 11 times,2 or 3 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
49212,No,Yes,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Sometimes,No,No,No,No,No
49216,Yes,No,No,15 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Sometimes,Never,No,Yes,No,No,No
49217,No,No,Yes,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
49218,No,Yes,No,16 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
49219,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
49220,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
49221,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No,No,No,No
49222,No,No,No,16 years old,Male,0 times,12 or more times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,No,No
49223,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Always,No,No,No,No,No
49226,No,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
49229,No,Yes,Yes,16 years old,Male,0 times,2 or 3 times,Most of the time,1,10 or more days,Sometimes,Never,Yes,Yes,No,No,No
49231,No,No,No,16 years old,Female,4 or 5 times,0 times,Most of the time,2,0 days,Sometimes,Rarely,Yes,No,No,No,No
49232,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
49233,No,No,Yes,16 years old,Male,0 times,0 times,Rarely,2,0 days,Most of the time,Always,No,No,No,No,No
49234,Yes,Yes,No,16 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
49235,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,Yes,No,No
49236,No,Yes,No,16 years old,Male,6 or 7 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No,No,No,No
49237,No,No,No,17 years old,Male,2 or 3 times,0 times,Rarely,2,0 days,Sometimes,Always,No,No,No,Yes,No
49238,No,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,2,0 days,Rarely,Sometimes,Yes,No,No,No,No
49239,No,No,No,16 years old,Male,0 times,4 or 5 times,Rarely,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,Yes,No
49240,No,Yes,Yes,16 years old,Male,0 times,0 times,Always,2,0 days,Always,Rarely,Yes,No,Yes,No,No
49241,Yes,Yes,Yes,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
49242,No,No,No,17 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Never,No,No,No,No,No
49243,No,Yes,No,16 years old,Female,2 or 3 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
49244,Yes,Yes,Yes,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
49245,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No,No,No,No
49246,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
49247,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No,No,Yes,No
49248,No,No,Yes,16 years old,Male,4 or 5 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
49249,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Always,Yes,No,No,Yes,No
49250,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Always,No,No,No,No,No
49251,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,10 or more days,Sometimes,Rarely,No,Yes,No,Yes,Yes
49252,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Most of the time,No,No,No,No,No
49253,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
49254,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,Yes,No
49255,Yes,Yes,Yes,16 years old,Female,2 or 3 times,0 times,Sometimes,2,0 days,Most of the time,Sometimes,No,No,No,No,No
49256,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No,No,No,No
49257,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
49258,No,No,No,16 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
49259,No,No,Yes,16 years old,Male,0 times,0 times,Most of the time,2,1 or 2 days,Rarely,Never,Yes,Yes,No,No,No
49262,No,No,No,16 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
49263,No,No,No,16 years old,Female,1 time,1 time,Most of the time,3 or more,0 days,Always,Never,Yes,No,No,No,No
49264,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No,No,No,No
49265,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No,Yes,No,No
49266,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
49268,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
49270,No,Yes,Yes,16 years old,Male,0 times,12 or more times,Most of the time,1,0 days,Never,Never,Yes,No,No,Yes,Yes
49271,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
49272,Yes,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Always,No,Yes,No,No,No
49273,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,Yes,No,No
49275,No,No,No,16 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,No,No
49276,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
49277,No,No,No,16 years old,Male,1 time,1 time,Rarely,3 or more,0 days,Always,Sometimes,No,No,No,Yes,Yes
49279,No,Yes,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,No
49280,No,Yes,No,17 years old,Male,1 time,1 time,Sometimes,3 or more,10 or more days,Most of the time,Rarely,No,Yes,No,No,No
49282,No,No,No,17 years old,Male,4 or 5 times,4 or 5 times,Most of the time,1,3 to 5 days,Never,Never,Yes,Yes,No,Yes,No
49283,Yes,Yes,Yes,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Sometimes,No,No,No,Yes,No
49284,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,No,No,No
49285,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
49286,No,Yes,Yes,17 years old,Female,12 or more times,1 time,Most of the time,2,0 days,Rarely,Rarely,Yes,No,No,No,No
49287,No,Yes,Yes,17 years old,Female,0 times,10 or 11 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,No
49289,No,No,No,17 years old,Female,0 times,0 times,Rarely,0,0 days,Rarely,Never,No,No,No,Yes,No
49290,Yes,Yes,No,17 years old,Female,0 times,1 time,Most of the time,0,0 days,Sometimes,Always,Yes,No,No,Yes,No
49292,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
49299,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Never,No,Yes,No,Yes,No
